"user_id","full_name","email","country","signup_datetime","signup_source","signup_device","promo_signup_flag"
281,Petro Tkachenko,petro.tkachenko281@example.com,DE,"11-4-2025 3:40",organic,web,0
282,Ihor Bondar,ihor.bondar282@example.com,UA,"15/02/2025 06:24",social,android,0
283,Ihor Pavlenko,ihor.pavlenko283@example.com,DE,"19/01/2025 06:00",promo_campaign,web,1
284,Maria Kots,maria.kots284@example.com,US,"24/02/2025 18:09",promo_campaign,android,1
285,Petro Hrabovych,petro.hrabovych285@example.com,UA,"16-2-2025 03:05",promo_campaign,ios,1
286,Olena Lysenko,olena.lysenko286@example.com,US,"25.5.25 18:04",social,web,0
287,Taras Holub,taras.holub287@example.com,UA,"14.5.25 07:15",promo_campaign,web,1
288,Svitlana Kots,svitlana.kots288@example.com,PL,"10.2.25 23:45",promo_campaign,web,1
289,Dmytro Dorosh,dmytro.dorosh289@example.com,DE,"25.01.2025 07:01",organic,web,0
290,Dmytro Pavlenko,DMYTRO.PAVLENKO290@EXAMPLE.COM,PL,"16/06/2025 15:02",organic,android,0
291,Bohdan Khmara,bohdan.khmara291@example.com,US,"23/04/2025 02:57",promo_campaign,ios,1
292,Maria Shevchenko,maria.shevchenko292@example.com,UA,"11/05/2025 8:55",referral,ios,0
293,Oleksandr Dorosh,oleksandr.dorosh293@example.com,DE,"03.04.2025 13:30",promo_campaign,web,1
294,Tetiana Savchenko,TETIANA.SAVCHENKO294@EXAMPLE.COM,UA,"7.1.25 09:44",referral,android,0
295,Lesia Lysenko,lesia.lysenko295@example.com,US,"10/2/2025 3:30",ads,web,1
296,Vasyl Pavlenko,vasyl.pavlenko296@example.com,UA,"23/05/2025 00:18",referral,android,0
297,Kateryna Tkachenko,kateryna.tkachenko297@example.com,DE,"29/1/2025 00:43",social,ios,0
298,Svitlana Tkachenko,svitlana.tkachenko298@example.com,UA,"16/5/2025 17:05",organic,android,0
299,Roksolana Khmara,roksolana.khmara299@example.com,DE,"10-1-2025 3:00",promo_campaign,ios,1
300,Petro Lysenko,petro.lysenko300@example.com,US,"02/01/2025 5:08",social,web,0
301,Ihor Lysenko,ihor.lysenko301@example.com,DE,"18/2/2025 18:49",social,ios,0
302,Ivan Lemko,ivan.lemko302@example.com,DE,"04/02/2025 9:39",organic,android,0
303,Kateryna Pavlenko,kateryna.pavlenko303@example.com,UA,"10/3/2025 16:14",organic,web,0
304,Dmytro Dorosh,dmytro.dorosh304@example.com,DE,"09.06.2025 06:37",referral,ios,0
305,Maksym Sytnyk,maksym.sytnyk305@example.com,DE,"25.6.25 18:34",promo_campaign,web,1
306,Tetiana Tkachenko,tetiana.tkachenko306@example.com,DE,"20/06/2025 16:23",promo_campaign,ios,1
307,Yurii Melnyk,yurii.melnyk307@example.com,UA,"30.06.2025 05:18",ads,ios,1
308,Andriy Kots,andriy.kots308@example.com,UA,"10/6/2025 4:27",organic,ios,0
309,Ihor Bondar,IHOR.BONDAR309@EXAMPLE.COM,DE,"10/6/2025 22:57",ads,ios,1
310,Bohdan Kots,bohdan.kots310@example.com,pl,"12.04.2025 13:43",referral,android,0
311,Dmytro Shevchenko,dmytro.shevchenko311@example.com,DE,"5.3.25 20:12",referral,ios,0
312,Ivan Pavlenko,ivan.pavlenko312@example.com,us,"1-5-2025 3:43",referral,web,0
313,Roksolana Martynenko,roksolana.martynenko313@example.com,ua,"1.3.25 22:51",promo_campaign,ios,1
314,Svitlana Kramar,svitlana.kramar314@example.com,UA,"29-4-2025 12:02",social,ios,0
315,Ihor Lysenko,ihor.lysenko315@example.com,US,"21/6/2025 06:44",referral,android,0
316,Dmytro Polishchuk,DMYTRO.POLISHCHUK316@EXAMPLE.COM,DE,"13/1/2025 09:27",social,web,0
317,Maksym Shevchenko,maksym.shevchenko317@example.com,DE,"5-3-2025 15:19",social,ios,0
318,Mykola Kramar,mykola.kramar318@example.com,de,"3/4/2025 9:56",social,android,0
319,Oksana Lysenko,oksana.lysenko319@example.com,UA,"18/06/2025 05:50",promo_campaign,ios,1
320,Olena Khmara,olena.khmara320@example.com,PL,"13.3.25 06:50",social,ios,0
321,Alina Polishchuk,alina.polishchuk321@example.com,US,"12.2.25 08:00",promo_campaign,web,1
322,Kateryna Savchenko,kateryna.savchenko322@example.com,de,"21/2/2025 06:42",ads,android,1
323,Vasyl Lysenko,vasyl.lysenko323@example.com,DE,"24-1-2025 23:20",social,web,0
324,Alina Melnyk,alina.melnyk324@example.com,US,"11/1/2025 21:58",referral,web,0
325,Yurii Rudenko,yurii.rudenko325@example.com,US,"05.02.2025 10:03",social,ios,0
326,Bohdan Dorosh,bohdan.dorosh326@example.com,PL,"20.01.2025 05:09",referral,ios,0
327,Oleksandr Hrabovych,oleksandr.hrabovych327@example.com,DE,"11.6.25 18:45",promo_campaign,ios,1
328,Svitlana Savchenko,svitlana.savchenko328@example.com,US,"8-2-2025 2:20",organic,web,0
329,Sofia Kots,sofia.kots329@example.com,US,"20.06.2025 06:36",ads,android,1
330,Maksym Kramar,MAKSYM.KRAMAR330@EXAMPLE.COM,DE,"12.03.2025 00:28",promo_campaign,android,1
331,Svitlana Dorosh,svitlana.dorosh331@example.com,PL,"13/04/2025 06:22",promo_campaign,ios,1
332,Sofia Tkachenko,sofia.tkachenko332@example.com,DE,"30-4-2025 10:31",referral,android,0
333,Tetiana Martynenko,tetiana.martynenko333@example.com,US,"16.03.2025 04:21",promo_campaign,web,1
334,Svitlana Kramar,svitlana.kramar334@example.com,PL,"11/1/2025 3:05",organic,ios,0
335,Tetiana Savchenko,TETIANA.SAVCHENKO335@EXAMPLE.COM,UA,"6/5/2025 21:41",ads,android,1
336,Volodymyr Rudenko,VOLODYMYR.RUDENKO336@EXAMPLE.COM,US,"23/2/2025 12:31",promo_campaign,android,1
337,Mykola Dorosh,mykola.dorosh337@example.com,US,"14/2/2025 06:11",promo_campaign,ios,1
338,Nazar Rudenko,nazar.rudenko338@example.com,DE,"01.05.2025 05:19",ads,android,1
339,Volodymyr Martynenko,volodymyr.martynenko339@example.com,US,"13.3.25 21:57",promo_campaign,web,1
340,Svitlana Melnyk,svitlana.melnyk340@example.com,DE,"15/6/2025 01:42",social,web,0
341,Iryna Holub,iryna.holub341@example.com,UA,"28.05.2025 08:37",ads,ios,1
342,Nazar Martynenko,nazar.martynenko342@example.com,US,"2/4/2025 19:45",social,web,0
343,Iryna Lysenko,iryna.lysenko343@example.com,UA,"11.04.2025 16:52",ads,android,1
344,Volodymyr Koval,volodymyr.koval344@example.com,DE,"9-3-2025 9:59",promo_campaign,android,1
345,Vasyl Kots,vasyl.kots345@example.com,DE,"25/04/2025 14:47",promo_campaign,ios,1
346,Tetiana Bondar,tetiana.bondar346@example.com,US,"26/05/2025 03:05",promo_campaign,ios,1
347,Maksym Lysenko,maksym.lysenko347@example.com,PL,"19/02/2025 04:54",promo_campaign,web,1
348,Bohdan Koval,bohdan.koval348@example.com,DE,"13/1/2025 16:21",promo_campaign,web,1
349,Iryna Lysenko,iryna.lysenko349@example.com,US,"09/05/2025 8:33",social,android,0
350,Maria Lemko,maria.lemko350@example.com,DE,"15/1/2025 09:21",promo_campaign,android,1
351,Oksana Mazur,oksana.mazur351@example.com,DE,"25/6/2025 04:21",promo_campaign,web,1
352,Bohdan Martynenko,bohdan.martynenko352@example.com,DE,"14/1/2025 22:03",ads,web,1
353,Oleksandr Koval,oleksandr.koval353@example.com,US,"23-4-2025 09:39",ads,android,1
354,Olha Lemko,olha.lemko354@example.com,US,"05.04.2025 02:03",social,web,0
355,Alina Khmara,alina.khmara355@example.com,PL,"9.4.25 14:53",ads,android,1
356,Alina Perebiynis,alina.perebiynis356@example.com,US,"28-2-2025 23:10",promo_campaign,web,1
357,Tetiana Lysenko,tetiana.lysenko357@example.com,US,"3/2/2025 0:09",referral,web,0
358,Volodymyr Khmara,volodymyr.khmara358@example.com,UA,"2/4/2025 12:03",promo_campaign,ios,1
359,Vasyl Pavlenko,VASYL.PAVLENKO359@EXAMPLE.COM,PL,"25-6-2025 09:17",promo_campaign,ios,1
360,Maksym Perebiynis,maksym.perebiynis360@example.com,UA,"15.05.2025 06:03",social,ios,0
361,Iryna Mazur,iryna.mazur361@example.com,DE,"03.01.2025 19:06",organic,android,0
362,Maksym Martynenko,maksym.martynenko362@example.com,DE,"29.1.25 18:10",organic,ios,0
363,Oksana Kramar,oksana.kramar363@example.com,PL,"08/05/2025 23:45",social,android,0
364,Maria Mazur,maria.mazur364@example.com,US,"03/06/2025 4:23",organic,web,0
365,Nazar Bondar,nazar.bondar365@example.com,PL,"3.4.25 02:47",referral,web,0
366,Oleksandr Bondar,oleksandr.bondar366@example.com,PL,"10.03.2025 10:43",promo_campaign,web,1
367,Maksym Sytnyk,maksym.sytnyk367@example.com,DE,"28.04.2025 18:40",organic,ios,0
368,Iryna Holub,iryna.holub368@example.com,PL,"16.01.2025 15:46",organic,ios,0
369,Oksana Savchenko,oksana.savchenko369@example.com,pl,"07.05.2025 10:06",social,android,0
370,Volodymyr Koval,volodymyr.koval370@example.com,UA,"31/3/2025 01:18",ads,web,1
371,Lesia Kots,lesia.kots371@example.com,PL,"16.02.2025 05:57",organic,web,0
372,Olha Lysenko,olha.lysenko372@example.com,DE,"1/6/2025 2:46",promo_campaign,web,1
373,Bohdan Polishchuk,bohdan.polishchuk373@example.com,US,"23.05.2025 19:35",ads,ios,1
374,Dmytro Holub,dmytro.holub374@example.com,PL,"19.06.2025 02:48",organic,android,0
375,Lesia Khmara,lesia.khmara375@example.com,DE,"19.6.25 11:24",organic,android,0
376,Nazar Sytnyk,nazar.sytnyk376@example.com,PL,"16.2.25 14:59",organic,web,0
377,Bohdan Melnyk,bohdan.melnyk377@example.com,DE,"28-4-2025 06:25",promo_campaign,android,1
378,Olena Sytnyk,olena.sytnyk378@example.com,PL,"29.06.2025 04:32",ads,android,1
379,Ivan Perebiynis,ivan.perebiynis379@example.com,US,"25.1.25 13:36",organic,web,0
380,Iryna Sytnyk,iryna.sytnyk380@example.com,DE,"14.1.25 18:49",social,android,0
381,Alina Rudenko,alina.rudenko381@example.com,UA,"24/2/2025 08:37",ads,web,1
382,Oksana Polishchuk,oksana.polishchuk382@example.com,US,"16.5.25 20:53",organic,web,0
383,Svitlana Dorosh,svitlana.dorosh383@example.com,UA,"30/05/2025 20:05",organic,web,0
384,Roksolana Perebiynis,roksolana.perebiynis384@example.com,PL,"8-6-2025 10:11",social,ios,0
385,Tetiana Bondar,tetiana.bondar385@example.com,UA,"3/6/2025 12:49",promo_campaign,android,1
386,Bohdan Perebiynis,bohdan.perebiynis386@example.com,US,"07/03/2025 13:47",promo_campaign,web,1
387,Kateryna Holub,kateryna.holub387@example.com,DE,"14.2.25 01:03",organic,ios,0
388,Oksana Bondar,oksana.bondar388@example.com,US,"01/06/2025 14:40",ads,ios,1
389,Oleksandr Dorosh,oleksandr.dorosh389@example.com,UA,"22.2.25 14:31",referral,android,0
390,Olena Mazur,olena.mazur390@example.com,UA,"04.01.2025 20:50",organic,android,0
391,Olena Rudenko,olena.rudenko391@example.com,UA,"2/1/2025 4:17",social,ios,0
392,Andriy Savchenko,andriy.savchenko392@example.com,DE,"19.02.2025 19:16",promo_campaign,ios,1
393,Bohdan Polishchuk,bohdan.polishchuk393@example.com,PL,"8.5.25 07:56",promo_campaign,ios,1
394,Vasyl Pavlenko,vasyl.pavlenko394@example.com,US,"17-3-2025 14:32",organic,android,0
395,Tetiana Khmara,tetiana.khmara395@example.com,US,"18.5.25 16:29",ads,android,1
396,Yurii Sytnyk,yurii.sytnyk396@example.com,PL,"16.02.2025 10:17",referral,android,0
397,Andriy Melnyk,andriy.melnyk397@example.com,de,"27.3.25 00:10",promo_campaign,android,1
398,Iryna Polishchuk,iryna.polishchuk398@example.com,pl,"15/2/2025 02:30",promo_campaign,web,1
399,Vasyl Rudenko,vasyl.rudenko399@example.com,UA,"24.5.25 01:36",promo_campaign,android,1
400,Yurii Bondar,yurii.bondar400@example.com,PL,"2-1-2025 12:57",ads,android,1
401,Bohdan Kots,bohdan.kots401@example.com,DE,"09.06.2025 07:48",promo_campaign,ios,1
402,Tetiana Pavlenko,tetiana.pavlenko402@example.com,US,"09/03/2025 15:20",referral,web,0
403,Oleksandr Melnyk,oleksandr.melnyk403@example.com,PL,"15.1.25 15:23",social,ios,0
404,Maria Holub,maria.holub404@example.com,DE,"5/3/2025 0:28",organic,web,0
405,Svitlana Shevchenko,SVITLANA.SHEVCHENKO405@EXAMPLE.COM,DE,"3.3.25 23:54",organic,web,0
406,Olena Hrabovych,olena.hrabovych406@example.com,US,"27-6-2025 07:22",ads,web,1
407,Tetiana Hrabovych,tetiana.hrabovych407@example.com,UA,"15-3-2025 18:33",social,android,0
408,Andriy Kryvonos,andriy.kryvonos408@example.com,DE,"31/5/2025 20:28",ads,web,1
409,Tetiana Dorosh,tetiana.dorosh409@example.com,US,"1.5.25 17:59",organic,ios,0
410,Maria Pavlenko,maria.pavlenko410@example.com,PL,"03/04/2025 1:28",referral,web,0
411,Andriy Bondar,andriy.bondar411@example.com,DE,"14.4.25 10:40",promo_campaign,android,1
412,Roksolana Mazur,roksolana.mazur412@example.com,UA,"9-5-2025 16:31",social,web,0
413,Taras Savchenko,taras.savchenko413@example.com,DE,"12.04.2025 09:16",referral,web,0
414,Sofia Koval,sofia.koval414@example.com,PL,"14-4-2025 11:15",social,ios,0
415,Oleksandr Savchenko,oleksandr.savchenko415@example.com,US,"03/05/2025 7:27",promo_campaign,android,1
416,Kateryna Sytnyk,KATERYNA.SYTNYK416@EXAMPLE.COM,US,"18/01/2025 19:48",referral,web,0
417,Olha Savchenko,olha.savchenko417@example.com,DE,"20.6.25 00:30",social,ios,0
418,Petro Lemko,petro.lemko418@example.com,UA,"27/05/2025 21:42",ads,ios,1
419,Volodymyr Perebiynis,volodymyr.perebiynis419@example.com,DE,"08.01.2025 09:19",ads,web,1
420,Dmytro Shevchenko,DMYTRO.SHEVCHENKO420@EXAMPLE.COM,DE,"8-1-2025 12:37",social,web,0
421,Volodymyr Khmara,volodymyr.khmara421@example.com,US,"21-6-2025 22:30",promo_campaign,web,1
422,Svitlana Shevchenko,svitlana.shevchenko422@example.com,UA,"3.4.25 20:43",organic,web,0
423,Taras Koval,taras.koval423@example.com,DE,"9/5/2025 12:06",social,web,0
424,Dmytro Sytnyk,dmytro.sytnyk424@example.com,DE,"12.6.25 02:38",social,web,0
425,Mykola Lemko,mykola.lemko425@example.com,DE,"24/03/2025 10:18",social,ios,0
426,Mykola Kramar,mykola.kramar426@example.com,UA,"11/2/2025 19:47",promo_campaign,ios,1
427,Oleksandr Martynenko,oleksandr.martynenko427@example.com,UA,"28/04/2025 18:24",ads,ios,1
428,Dmytro Rudenko,dmytro.rudenko428@example.com,DE,"08.06.2025 01:06",referral,ios,0
429,Volodymyr Tkachenko,volodymyr.tkachenko429@example.com,US,"23-3-2025 12:42",ads,ios,1
430,Oleksandr Perebiynis,OLEKSANDR.PEREBIYNIS430@EXAMPLE.COM,US,"13-5-2025 09:57",referral,android,0
431,Iryna Polishchuk,IRYNA.POLISHCHUK431@EXAMPLE.COM,DE,"5.3.25 13:06",ads,web,1
432,Oleksandr Perebiynis,oleksandr.perebiynis432@example.com,US,"21.05.2025 14:25",referral,ios,0
433,Volodymyr Pavlenko,volodymyr.pavlenko433@example.com,UA,"26.03.2025 13:15",promo_campaign,ios,1
434,Maria Koval,maria.koval434@example.com,US,"15/04/2025 19:54",referral,ios,0
435,Maria Hrabovych,maria.hrabovych435@example.com,US,"17.02.2025 16:33",organic,web,0
436,Vasyl Rudenko,vasyl.rudenko436@example.com,PL,"28.06.2025 11:46",organic,ios,0
437,Petro Kramar,petro.kramar437@example.com,UA,"8/2/2025 9:23",promo_campaign,web,1
438,Kateryna Kots,kateryna.kots438@example.com,US,"25.05.2025 09:14",ads,android,1
439,Andriy Melnyk,andriy.melnyk439@example.com,DE,"03.03.2025 01:26",referral,web,0
440,Lesia Pavlenko,lesia.pavlenko440@example.com,US,"15/1/2025 16:13",organic,android,0
441,Tetiana Martynenko,tetiana.martynenko441@example.com,DE,"14/01/2025 03:13",social,android,0
442,Ihor Polishchuk,ihor.polishchuk442@example.com,US,"14/1/2025 22:18",promo_campaign,ios,1
443,Vasyl Polishchuk,vasyl.polishchuk443@example.com,PL,"19.3.25 19:29",promo_campaign,web,1
444,Nazar Lemko,nazar.lemko444@example.com,US,"8.6.25 23:47",social,web,0
445,Maria Bondar,maria.bondar445@example.com,UA,"21.06.2025 18:40",referral,android,0
446,Ihor Mazur,ihor.mazur446@example.com,US,"08/01/2025 5:53",social,ios,0
447,Vasyl Lysenko,VASYL.LYSENKO447@EXAMPLE.COM,US,"02.04.2025 03:34",promo_campaign,web,1
448,Dmytro Pavlenko,dmytro.pavlenko448@example.com,US,"21.02.2025 23:20",referral,web,0
449,Roksolana Melnyk,roksolana.melnyk449@example.com,PL,"6-3-2025 11:28",organic,web,0
450,Olena Polishchuk,OLENA.POLISHCHUK450@EXAMPLE.COM,pl,"9/4/2025 16:28",organic,ios,0
451,Maksym Holub,maksym.holub451@example.com,DE,"16.05.2025 19:20",organic,web,0
452,Mykola Mazur,MYKOLA.MAZUR452@EXAMPLE.COM,UA,"23/1/2025 06:12",promo_campaign,ios,1
453,Oksana Hrabovych,oksana.hrabovych453@example.com,DE,"13/04/2025 08:28",social,ios,0
454,Ihor Rudenko,ihor.rudenko454@example.com,DE,"20-4-2025 09:01",ads,ios,1
455,Volodymyr Lemko,volodymyr.lemko455@example.com,UA,"2.4.25 08:57",ads,android,1
456,Maksym Hrabovych,MAKSYM.HRABOVYCH456@EXAMPLE.COM,US,"13/5/2025 00:46",organic,web,0
457,Sofia Rudenko,sofia.rudenko457@example.com,UA,"14.5.25 10:47",promo_campaign,android,1
458,Petro Rudenko,petro.rudenko458@example.com,PL,"07/06/2025 6:05",ads,android,1
459,Bohdan Dorosh,BOHDAN.DOROSH459@EXAMPLE.COM,PL,"16-2-2025 22:17",organic,android,0
460,Nazar Martynenko,nazar.martynenko460@example.com,US,"4/1/2025 12:20",promo_campaign,ios,1
461,Alina Lysenko,alina.lysenko461@example.com,UA,"8-3-2025 7:00",ads,ios,1
462,Lesia Lysenko,lesia.lysenko462@example.com,UA,"16/5/2025 05:05",organic,web,0
463,Maksym Rudenko,maksym.rudenko463@example.com,PL,"29.03.2025 18:37",organic,web,0
464,Volodymyr Bondar,volodymyr.bondar464@example.com,PL,"24/02/2025 13:48",social,web,0
465,Alina Lysenko,alina.lysenko465@example.com,US,"5.2.25 05:36",promo_campaign,android,1
466,Tetiana Holub,tetiana.holub466@example.com,US,"17/03/2025 05:28",ads,ios,1
467,Maria Kryvonos,maria.kryvonos467@example.com,PL,"3-5-2025 7:51",organic,web,0
468,Vasyl Kramar,vasyl.kramar468@example.com,UA,"1.4.25 04:38",referral,android,0
469,Lesia Lemko,lesia.lemko469@example.com,PL,"22.03.2025 07:12",social,web,0
470,Roksolana Bondar,roksolana.bondar470@example.com,UA,"25/02/2025 05:08",promo_campaign,web,1
471,Iryna Lemko,iryna.lemko471@example.com,US,"3/2/2025 3:05",promo_campaign,android,1
472,Kateryna Tkachenko,kateryna.tkachenko472@example.com,UA,"16/2/2025 16:24",organic,android,0
473,Maksym Hrabovych,maksym.hrabovych473@example.com,PL,"5-5-2025 3:47",referral,android,0
474,Dmytro Bondar,DMYTRO.BONDAR474@EXAMPLE.COM,UA,"27/05/2025 02:19",ads,android,1
475,Svitlana Mazur,svitlana.mazur475@example.com,UA,"16-5-2025 02:04",organic,web,0
476,Vasyl Lysenko,vasyl.lysenko476@example.com,UA,"14/5/2025 01:34",referral,ios,0
477,Roksolana Tkachenko,roksolana.tkachenko477@example.com,US,"19/2/2025 14:29",social,android,0
478,Roksolana Koval,ROKSOLANA.KOVAL478@EXAMPLE.COM,UA,"28.2.25 22:12",organic,web,0
479,Oksana Savchenko,oksana.savchenko479@example.com,US,"9-5-2025 2:03",social,web,0
480,Nazar Dorosh,nazar.dorosh480@example.com,UA,"07/06/2025 22:04",promo_campaign,web,1
481,Bohdan Hrabovych,bohdan.hrabovych481@example.com,US,"10-2-2025 15:20",referral,ios,0
482,Olha Holub,olha.holub482@example.com,DE,"12.3.25 01:14",social,web,0
483,Dmytro Tkachenko,dmytro.tkachenko483@example.com,UA,"6-1-2025 17:27",social,ios,0
484,Ivan Holub,IVAN.HOLUB484@EXAMPLE.COM,PL,"22/3/2025 17:15",referral,web,0
485,Maksym Savchenko,maksym.savchenko485@example.com,US,"18/3/2025 03:51",referral,ios,0
486,Andriy Holub,andriy.holub486@example.com,UA,"27.6.25 06:04",promo_campaign,ios,1
487,Volodymyr Lemko,volodymyr.lemko487@example.com,US,"05.04.2025 15:06",referral,ios,0
488,Tetiana Polishchuk,tetiana.polishchuk488@example.com,DE,"02/02/2025 2:38",referral,android,0
489,Mykola Mazur,mykola.mazur489@example.com,DE,"5-1-2025 19:55",referral,web,0
490,Ihor Savchenko,ihor.savchenko490@example.com,DE,"23-5-2025 15:40",social,web,0
491,Bohdan Dorosh,bohdan.dorosh491@example.com,US,"19-4-2025 10:18",ads,web,1
492,Petro Savchenko,petro.savchenko492@example.com,PL,"16.03.2025 01:18",social,web,0
493,Taras Kramar,taras.kramar493@example.com,UA,"4-4-2025 13:09",referral,web,0
494,Andriy Hrabovych,andriy.hrabovych494@example.com,DE,"14/6/2025 20:32",promo_campaign,android,1
495,Oleksandr Kryvonos,oleksandr.kryvonos495@example.com,DE,"24-2-2025 19:58",social,android,0
496,Maksym Tkachenko,maksym.tkachenko496@example.com,DE,"21.03.2025 03:35",ads,ios,1
497,Ivan Rudenko,IVAN.RUDENKO497@EXAMPLE.COM,UA,"14-2-2025 13:31",social,web,0
498,Dmytro Shevchenko,dmytro.shevchenko498@example.com,DE,"4.1.25 10:45",social,android,0
499,Lesia Koval,lesia.koval499@example.com,PL,"3/5/2025 11:48",promo_campaign,web,1
500,Maksym Koval,maksym.koval500@example.com,UA,"06.02.2025 21:19",ads,android,1
501,Olena Holub,olena.holub501@example.com,PL,"11/03/2025 22:04",promo_campaign,ios,1
502,Lesia Mazur,lesia.mazur502@example.com,US,"7-1-2025 12:31",ads,ios,1
503,Kateryna Savchenko,kateryna.savchenko503@example.com,UA,"17.6.25 10:29",social,web,0
504,Nazar Sytnyk,nazar.sytnyk504@example.com,DE,"2/6/2025 18:28",promo_campaign,web,1
505,Mykola Kots,mykola.kots505@example.com,US,"2.6.25 03:46",referral,android,0
506,Yurii Bondar,yurii.bondar506@example.com,DE,"16.3.25 14:21",referral,android,0
507,Oksana Perebiynis,oksana.perebiynis507@example.com,PL,"11.3.25 22:38",organic,android,0
508,Iryna Lysenko,iryna.lysenko508@example.com,UA,"13.04.2025 00:40",promo_campaign,web,1
509,Ivan Holub,ivan.holub509@example.com,DE,"26.4.25 23:55",organic,web,0
510,Vasyl Perebiynis,VASYL.PEREBIYNIS510@EXAMPLE.COM,US,"25-3-2025 07:27",promo_campaign,ios,1
511,Ihor Martynenko,IHOR.MARTYNENKO511@EXAMPLE.COM,us,"1/5/2025 12:55",promo_campaign,ios,1
512,Taras Rudenko,taras.rudenko512@example.com,US,"14.4.25 05:17",social,ios,0
513,Bohdan Savchenko,bohdan.savchenko513@example.com,UA,"04/05/2025 7:56",ads,web,1
514,Oksana Pavlenko,oksana.pavlenko514@example.com,PL,"12.02.2025 14:42",referral,web,0
515,Roksolana Melnyk,roksolana.melnyk515@example.com,pl,"20.03.2025 08:15",promo_campaign,web,1
516,Vasyl Melnyk,vasyl.melnyk516@example.com,de,"20/06/2025 15:15",promo_campaign,ios,1
517,Yurii Kramar,yurii.kramar517@example.com,DE,"15/4/2025 00:14",promo_campaign,android,1
518,Taras Savchenko,taras.savchenko518@example.com,UA,"18-3-2025 20:41",organic,web,0
519,Taras Kramar,taras.kramar519@example.com,US,"4.6.25 11:46",social,ios,0
520,Yurii Rudenko,yurii.rudenko520@example.com,pl,"12.2.25 04:07",social,ios,0
521,Bohdan Martynenko,bohdan.martynenko521@example.com,US,"28/05/2025 10:54",referral,android,0
522,Oksana Kramar,oksana.kramar522@example.com,DE,"24.02.2025 22:35",promo_campaign,ios,1
523,Dmytro Kramar,dmytro.kramar523@example.com,US,"11.1.25 12:35",promo_campaign,android,1
524,Yurii Lemko,yurii.lemko524@example.com,US,"05.04.2025 00:56",organic,ios,0
525,Oleksandr Kots,oleksandr.kots525@example.com,UA,"10/04/2025 0:01",organic,web,0
526,Alina Shevchenko,alina.shevchenko526@example.com,US,"03/05/2025 4:56",promo_campaign,web,1
527,Maria Sytnyk,maria.sytnyk527@example.com,US,"11.3.25 10:51",organic,android,0
528,Oksana Melnyk,oksana.melnyk528@example.com,US,"4.2.25 06:10",promo_campaign,ios,1
529,Petro Shevchenko,petro.shevchenko529@example.com,PL,"12/6/2025 19:11",promo_campaign,web,1
530,Olha Koval,olha.koval530@example.com,UA,"25.6.25 22:35",ads,web,1
531,Andriy Rudenko,andriy.rudenko531@example.com,US,"24/4/2025 21:41",referral,android,0
532,Ihor Tkachenko,IHOR.TKACHENKO532@EXAMPLE.COM,UA,"21/01/2025 17:55",ads,android,1
533,Bohdan Melnyk,bohdan.melnyk533@example.com,DE,"7-2-2025 23:13",referral,android,0
534,Vasyl Hrabovych,vasyl.hrabovych534@example.com,PL,"23.5.25 06:28",organic,ios,0
535,Kateryna Kots,kateryna.kots535@example.com,DE,"15-4-2025 11:36",social,ios,0
536,Lesia Savchenko,lesia.savchenko536@example.com,UA,"11.5.25 13:27",promo_campaign,web,1
537,Vasyl Shevchenko,vasyl.shevchenko537@example.com,US,"14-4-2025 21:09",social,ios,0
538,Tetiana Dorosh,tetiana.dorosh538@example.com,US,"20.2.25 13:40",organic,ios,0
539,Mykola Bondar,mykola.bondar539@example.com,UA,"05.03.2025 13:52",promo_campaign,android,1
540,Taras Kramar,taras.kramar540@example.com,UA,"4-6-2025 15:15",ads,android,1
541,Volodymyr Savchenko,volodymyr.savchenko541@example.com,DE,"3-4-2025 23:26",promo_campaign,ios,1
542,Ivan Polishchuk,ivan.polishchuk542@example.com,PL,"17.4.25 12:31",referral,android,0
543,Mykola Shevchenko,mykola.shevchenko543@example.com,DE,"10/02/2025 15:08",referral,android,0
544,Olha Tkachenko,olha.tkachenko544@example.com,UA,"6.4.25 23:32",promo_campaign,ios,1
545,Oleksandr Mazur,oleksandr.mazur545@example.com,UA,"25/2/2025 03:26",social,android,0
546,Sofia Pavlenko,sofia.pavlenko546@example.com,PL,"06.05.2025 06:23",organic,android,0
547,Olena Melnyk,olena.melnyk547@example.com,us,"7-6-2025 18:10",organic,android,0
548,Olha Savchenko,olha.savchenko548@example.com,US,"05/05/2025 7:06",organic,ios,0
549,Taras Kryvonos,TARAS.KRYVONOS549@EXAMPLE.COM,DE,"28/4/2025 18:40",promo_campaign,ios,1
550,Taras Martynenko,taras.martynenko550@example.com,DE,"29/5/2025 08:27",promo_campaign,ios,1
551,Maria Koval,maria.koval551@example.com,PL,"19/04/2025 19:33",social,android,0
552,Ivan Holub,ivan.holub552@example.com,pl,"25.1.25 07:38",referral,android,0
553,Svitlana Martynenko,svitlana.martynenko553@example.com,DE,"09/06/2025 18:58",referral,android,0
554,Svitlana Tkachenko,svitlana.tkachenko554@example.com,UA,"31-1-2025 23:43",organic,web,0
555,Tetiana Rudenko,tetiana.rudenko555@example.com,US,"08.01.2025 23:49",referral,ios,0
556,Ivan Mazur,ivan.mazur556@example.com,US,"8.1.25 03:06",ads,web,1
557,Vasyl Sytnyk,vasyl.sytnyk557@example.com,DE,"22-1-2025 16:17",ads,android,1
558,Nazar Kryvonos,nazar.kryvonos558@example.com,UA,"25.03.2025 23:01",social,web,0
